project,issue_number,issue_type,text,classification,indicator
hadoop,481,comment_3,Allright.I will resubmit the patch in a day or two.,non_debt,-
hadoop,481,comment_4,Here is the updated patch.,non_debt,-
hadoop,481,comment_5,patch submitted.,non_debt,-
hadoop,481,comment_6,"Shouldn't we use our existing metrics API for stuff like this? As with HADOOP-492, it seems like the TaskTracker and JobTracker should implement the MetricsContext API, providing a MetricsRecord factory. These can be used by the MapReduce kernel code for the metrics desired here, and in supplied to user code the uses in HADOOP-492. We might even need to write a multiplexing MetricsContext, that can send metrics to both the JobTracker and to, e.g., Ganglia. But we should not be adding new metrics APIs when we already have one. If the current metrics API is somehow inappropriate, let's fix that instead of create another.",non_debt,-
hadoop,481,comment_7,"FWIW, HADOOP-954 has changed all task related statistics to be per user (the user that submitted the job). Currently, these counters are aggregated per user: map_input_bytes map_input_records map_output_bytes map_output_records shuffle_input_bytes",non_debt,-
hadoop,481,comment_8,This also is already done.,non_debt,-
hadoop,481,description,"Currently hadoop reports metrics such as input bytes, input records, etc on per-task basis. Accurate aggregation of these metrics is required at the job-level and reporting should be done on a per-job basis.",non_debt,-
hadoop,481,summary,Hadoop mapred metrics should include per job input/output statistics rather than per-task statistics,non_debt,-
hadoop,4849,comment_0,Documentation for service-level authorization (HADOOP-4348).,non_debt,-
hadoop,4849,comment_1,+1,non_debt,-
hadoop,4849,comment_2,I just committed this. In anticipation of HADOOP-4920 I didn't check-in the generated docs into trunk/docs.,non_debt,-
hadoop,4849,description,Document service level authorization (HADOOP-4348) via forrest.,non_debt,-
hadoop,4849,summary,Document service level authorization - HADOOP-4348,non_debt,-
hadoop,4858,comment_0,Chukwa moved out long ago.,non_debt,-
hadoop,4858,description,While going through the chukwa/build.xml 's package-hadoop target found that we are trying to copy jsp-api.jar from the hadoop/lib dir but actually the jsp-api. jar resides in chukwa/lib directory. For more details see comment -Giri,non_debt,-
hadoop,4858,summary,to add appropriate reference to the dependent library files in the chukwa/build.xml file,non_debt,-
hadoop,4878,comment_0,Output of ant test-patch on an empty patch on the current trunk (revision 726981) -1 on test is expected but not for Eclipse classpath.,non_debt,-
hadoop,4878,comment_1,i've disabled patch testing until this is resolved. Giri is looking at the issue now.,non_debt,-
hadoop,4878,comment_2,"created a patch to add path's of ivy resolved lib dir's to file and added the same path to test-patch.sh script. This patch adds changes to the patch testing script itself. Hence this patch cannot be tested using the test-patch target. I ve tested is manually and it works just fine. Thanks, Giri",non_debt,-
hadoop,4878,comment_3,+1.,non_debt,-
hadoop,4878,comment_4,"I just committed this. Thanks, Giridharan!",non_debt,-
hadoop,4878,description,After dependency management is moved to ivy : ant test-patch always returns a -1 score. The reason reported by the target is modification of the Eclipse classpath.,non_debt,-
hadoop,4878,summary,After introduction of ivy ant test-patch always returns -1 score,non_debt,-
hadoop,4884,comment_0,Change tool tip format to Year/Month/Day Hour:Minute/Second for Time Series Graph,non_debt,-
hadoop,4884,comment_1,+1 match the standard HICC format,non_debt,-
hadoop,4884,comment_2,"I committed this. Thanks, Eric",non_debt,-
hadoop,4884,description,The tool tip of Time series chart for Chukwa is formatting date as: day/month/year hour:minute:second The date format should change to: year/month/day hour:minute:second,code_debt,low_quality_code
hadoop,4884,summary,Change Date format pattern for Time Series graph,non_debt,-
hadoop,4889,comment_0,- move chown operation from post install into rpm package phase.,non_debt,-
hadoop,4889,comment_1,+1 need that in order to run rpm verified,non_debt,-
hadoop,4889,comment_2,"I committed this. Thanks, Eric",non_debt,-
hadoop,4889,description,When running rpm -V the rpm shows: bash-3.1# rpm -V chukwa-0.1.1-1 .....UG. .....UG. /grid/0/chukwa/bin .....UG. .....UG. This means the User and Group permission are mismatched with what RPM provided. The build script needs to change to chown file ownership during build time instead of chown in the post installation script.,non_debt,-
hadoop,4889,summary,Chukwa RPM needs to chown user/group in build stage instead of post install stage.,non_debt,-
hadoop,4941,comment_0,remove the deprecated methods.,code_debt,dead_code
hadoop,4941,comment_1,+1. Patch looks good.,non_debt,-
hadoop,4941,comment_3,I got a compile error {{fs.getLength(p)}} should be changed to,non_debt,-
hadoop,4941,comment_4,"Is it already in I tried ""ant tar"". Everything can be compiled. I tested the patch in my machine. Only TestMapReduceLocal failed. See HADOOP-4907.",non_debt,-
hadoop,4941,comment_5,I just committed this.,non_debt,-
hadoop,4941,comment_6,Looks like there was some problem with my build area. +1 for the patch.,non_debt,-
hadoop,4941,comment_8,Editorial pass over all release notes prior to publication of 0.21.,non_debt,-
hadoop,4941,description,Remove the following - public long getBlockSize(Path f) throws IOException - public long getLength(Path f) throws IOException - public short getReplication(Path src) throws IOException,non_debt,-
hadoop,4941,summary,"Remove getBlockSize(Path f), getLength(Path f) and getReplication(Path src)",non_debt,-
hadoop,4985,comment_0,"remove unnecessary ""throws IOException""",code_debt,dead_code
hadoop,4985,comment_1,"reverted the changes of try-catch, which need more thought.",non_debt,-
hadoop,4985,comment_2,"- FSDirectory empty line change. - Javadoc for should not remove {{@throws IOException}} but rather replace it with {{@throws - file: "" ...)}} should be does not exist: "" ...)}} I once tried to unify this in the code, but it's now back with all different messages. - Additionally we can remove IOException in FSEditLog.close() and then and then",documentation_debt,low_quality_documentation
hadoop,4985,comment_3,incorporated Konstantin's comments.,non_debt,-
hadoop,4985,comment_4,+1. This looks good.,non_debt,-
hadoop,4985,comment_5,No new tests added since there are only declaration changes but no code logic change.,non_debt,-
hadoop,4985,comment_6,Tested locally. All tests Passed except HADOOP-4907: TestMapReduceLocal.,non_debt,-
hadoop,4985,comment_7,I just committed this.,non_debt,-
hadoop,4985,description,"In FSDirectory, quite a few methods are unnecessary declared with ""throws IOException"". In some cases, it can just be removed without causing any compilation problem. In some other cases, it can be replaced with a specific subclass like",code_debt,low_quality_code
hadoop,4985,summary,IOException is abused in FSDirectory,code_debt,low_quality_code
hadoop,4997,comment_0,"when the datanode restarts, remove all blocks from the tmp directory of the datanode. However, fsync does not throw an exception.",non_debt,-
hadoop,4997,comment_1,"Dhruba, we should also remove the unit tests that test the tmp directory does not get removed after restarting the cluster.",test_debt,expensive_tests
hadoop,4997,comment_2,The two junit tests that would fail with this patch are and,non_debt,-
hadoop,4997,comment_3,Thanks Hairong. The updated patch disables the test Hairong mentioned with a very explicit comment that it is a temporary change and it has the original patch Dhruba attached.,non_debt,-
hadoop,4997,comment_4,"Hi Hairong, I saw ur comment just now about the unit tests. Thanks for fixing it.",non_debt,-
hadoop,4997,comment_5,+1 on Raghu's patch. It is critical for 0.18.,non_debt,-
hadoop,4997,comment_6,test-patch :  - JavaDoc failures are unrelated to this patch (they are for,non_debt,-
hadoop,4997,comment_7,I just committed this to 0.18 only.,non_debt,-
hadoop,4997,comment_8,Could you please file a bug against CyclicIterator.java,non_debt,-
hadoop,4997,comment_9,done : HADOOP-5077.,non_debt,-
hadoop,4997,description,"This is a temporary work around issues discussed in HADOOP-4663. The proposal is to remove all the files under tmp directory, thus bringing the behavior back to 0.17. The main cost is that sync() will not be supported. This is incompatible with 0.18.x, but not with 0.17 because of this reason.",design_debt,non-optimal_design
hadoop,4997,summary,workaround for tmp file handling on DataNodes in 0.18 (HADOOP-4663),non_debt,-
hadoop,5076,comment_0,Duplicate of HADOOP-5100,non_debt,-
hadoop,5076,description,In the log4j appender always rewrite the file instead of append to the log file. This should be changed to append to ensure the metrics log file is streamed correctly.,code_debt,low_quality_code
hadoop,5076,summary,chukwa metrics file get overwritten when process launch,non_debt,-
hadoop,507,comment_0,This is yet another instance of the class permission problems. This patch changes the non-factory case to call which has the class initialization code.,non_debt,-
hadoop,507,comment_1,"Works great for me Owen, thanks!",non_debt,-
hadoop,507,comment_2,"I just committed this. Thanks, Owen!",non_debt,-
hadoop,507,description,"Here's the logs: arun@neo $ cat 2006-09-05 22:18:39,756 INFO conf.Configuration - parsing 2006-09-05 22:18:39,804 INFO conf.Configuration - parsing 2006-09-05 22:18:39,918 INFO util.Credential 22:18:39,935 INFO http.HttpServer - Version Jetty/5.1.4 2006-09-05 22:18:40,366 INFO util.Container - Started 2006-09-05 22:18:40,478 INFO util.Container - Started 2006-09-05 22:18:40,478 INFO util.Container - Started 2006-09-05 22:18:40,479 INFO util.Container - Started 2006-09-05 22:18:40,485 INFO http.SocketListener - Started SocketListener on 0.0.0.0:50070 2006-09-05 22:18:40,487 INFO util.Container - Started Exception in thread ""main"" Class can not access a member of class with modifiers ""public"" Caused by: Class can not access a member of class with modifiers ""public"" ... 8 more Steps to reproduce: 1. Start namenode/datanode 2. Run hdfs_test program (part of libhdfs) 3. Stop namenode/datanode 4. goto step 1",non_debt,-
hadoop,507,summary,Runtime exception in when trying to startup namenode/datanode,non_debt,-
hadoop,508,comment_0,Fixed.,non_debt,-
hadoop,508,comment_1,Fixed.,non_debt,-
hadoop,508,comment_2,"I just committed this. Thanks, Milind!",non_debt,-
hadoop,508,description,"Some of my applications using Hadoop DFS receive wrong data after certain random seeks. After some investigation I believe (without looking at source code of that it basically boils down to the fact that the method read(byte[] b, int off, int len), when called with an external buffer larger than the internal buffer, reads into the external buffer directly without using the internal buffer anymore, but without invalidating the internal buffer by setting the variable 'count' to 0 such that a subsequent seek to an offset which is closer to the 'position' of the Positioncache than the internal buffersize will put the current position into the internal buffer containing outdated data from somewhere else.",design_debt,non-optimal_design
hadoop,508,summary,random seeks using FSDataInputStream can become invalid such that reads return invalid data,non_debt,-
hadoop,5097,comment_0,"- change JspHelper.fsn from ""static"" to ""private final"" - change a few non-static methods in JspHelper to static",code_debt,low_quality_code
hadoop,5097,comment_10,revert some changes in FileDataServlet so that it won't affect hdfsproxy.,non_debt,-
hadoop,5097,comment_11,+1. New patch looks good,non_debt,-
hadoop,5097,comment_13,The failed Chukwa tests are not related to the changes here. I just committed this.,non_debt,-
hadoop,5097,comment_1,added javadoc and re-organized some methods.,code_debt,low_quality_code
hadoop,5097,comment_2,"# Remove comment in FSNamesystem /** NameNode RPC address */ # I do not very much like that you add JspHelper as a NameNode members. I understand the intention is not to instantiate objects on the web UI, but may be we should rather consider making most of the methods / fields of JspHelper static instead of constructing the object. In any case it is better not to introduce helper variables in NamNode and DataNode.",code_debt,low_quality_code
hadoop,5097,comment_3,changed all JspHelp methods to static and removed /** NameNode RPC address */,code_debt,low_quality_code
hadoop,5097,comment_4,should be done in static. Thank Suresh for catching this.,code_debt,low_quality_code
hadoop,5097,comment_6,+1 for the patch if findbugs and test failures are fixed.,non_debt,-
hadoop,5097,comment_7,There were no new findbugs warnings. The problem is that hdfsproxy cannot be compiled after the changes. I guess test-patch was confused. fixed the problem with hdfsproxy.,non_debt,-
hadoop,5097,comment_8,Passed all tests locally.,non_debt,-
hadoop,5097,description,"There is another static FSNamesystem variable, fsn, declared in JspHelper. We should remove it.",code_debt,dead_code
hadoop,5097,summary,Remove static variable JspHelper.fsn,non_debt,-
hadoop,5111,comment_0,+1 Retrying Hudson.,non_debt,-
hadoop,5111,comment_2,I committed this.,non_debt,-
hadoop,5111,description,"The set\* methods on a Job take {{Class}} instances whose parameterized type is an unbounded type (e.g. {{Class<? extends Attempting to pass a {{Class}} whose parameterized types are not explicit will cause compile-time errors, as in HADOOP-5065.",non_debt,-
hadoop,5111,summary,Generic mapreduce classes cannot be used with Job::set* methods,non_debt,-
hadoop,511,comment_0,"This was mostly misconfiguration by having the site file override the job's wishes. Note that now reduces = 0 is not an error, but rather specifying that you don't need a sort.",non_debt,-
hadoop,511,description,After some testing with nutch I found problem with ArithmeticException in partition function because numReduceTasks came in 0. After seting mapred.reduce.tasks in hadoop-site.xml to same value as default everything works. This bug disappear in SVN version of hadoop I this known issue. Please check also NUTCH-361 for detail explanation.,non_debt,-
hadoop,511,summary,mapred.reduce.tasks not used,code_debt,dead_code
hadoop,5130,comment_0,I also saw this behavior many times. And there are cases that these tasks got killed for not reporting progress for 10 mins.,non_debt,-
hadoop,5130,comment_1,"To clarify - the task did eventually launch and succeed, just the latency is too high (order of several minutes).",non_debt,-
hadoop,5130,comment_2,Promoting this to a blocker for 0.20.0.,non_debt,-
hadoop,5130,comment_3,Arun confirmed that this problem was due to the IPV4/V6 issue. This is discussed here - Adding to fixes the problem.,non_debt,-
hadoop,5130,description,I saw atleast a couple of instances where the task assigned to the TaskTracker is launched several minutes after the receipt of the LaunchTaskAction:,non_debt,-
hadoop,5130,summary,TaskTracker seems to hold onto the assigned task for a long while before launching it,non_debt,-
hadoop,5141,comment_0,"I dont think SNAPSHOT release can be relied on to stay there; its very dangerous to release against them 1. There are two json releases in the main repository; the 20080701 version is fairly recent 2. Over in restlet, they put their own version 2.0 up in their own artifact repository 3. The central repository people say it's OK to put a new release up if that's what is needed, because the JSON team never do official releases themselves.",non_debt,-
hadoop,5141,comment_10,"This is what I propose for the POM file; it's based on the last one off the repository, and has no dependencies. Have a look at it, if we're happy I will try and get it added to the repository",non_debt,-
hadoop,5141,comment_11,"submitted to the repository managers, bugrep is",non_debt,-
hadoop,5141,comment_12,"FWIW, note that over at Sling we are maintaining our own variant of the json.org library:",non_debt,-
hadoop,5141,comment_13,what have you changed? And what is your release schedule?,non_debt,-
hadoop,5141,comment_14,"Steve, Thanks for adding json.jar to the mvn repo. I tried to findout the jar from but, couldn't find it out.. Could you please tell me if I'm referring to the right location?",non_debt,-
hadoop,5141,comment_15,"oops, I'm able to find it out.. will upload the patch soon .. Thanks Steve!",non_debt,-
hadoop,5141,comment_16,Giri -thank you for doing all the heavy lifting; I just edited a POM and opened a bug report on someone else's JIRA,non_debt,-
hadoop,5141,comment_17,closing this as wontfix as chukwa is no more a hadoop contrib comp.,non_debt,-
hadoop,5141,comment_1,"I agree that we shouldn't use a SNAPSHOT. Of the 3 options outlined, is option 3 possible? How do we go about getting that done?",non_debt,-
hadoop,5141,comment_2,"1. check that the 20080701 version isn't what is actually needed 2. Someone creates a new release from the JSON source code; gives it a new version -20090201- for example 3. we take the previous POM file as a template; update it for the new version 4. submit it to the repository people as a JIRA issue; link to this one to show the reason for the new JAR 5. if that isn't enough, email the repository mailing list (I'm on it) I can help with steps 3-5",non_debt,-
hadoop,5141,comment_3,"Giri, did you check this? Steve, this sounds like we just make a release of JSON trunk whenever we want and then request it gets posted. That sounds like a strange release process. How's that different than a snapshot release?",non_debt,-
hadoop,5141,comment_4,"It doesn't have any specific dependency on the version, all we need is the latest version, since the vesion of json.jar that we are using currently is missing some classes.",architecture_debt,using_obsolete_technology
hadoop,5141,comment_5,"@Giri, if you check out and build the latest version, I'll help push it into the repository -steve",non_debt,-
hadoop,5141,comment_6,"Steve, I 've the json.jar created with the code's from Let me know if you you want the jar to be an attachment to this jira or as an email ? Tnx!",non_debt,-
hadoop,5141,comment_7,"stick it up as an attachment and I'll work on the POM, let everyone review that I will submit it to the repo team with a datestamp version 20090211",non_debt,-
hadoop,5141,comment_8,"Nigel said no different, except that by giving it a datestamp it gets pushed into the main repository forever. the build becomes replicable. With snapshot, you are saying ""build and ship the most recent version of some library, even if it is different from last week"".",non_debt,-
hadoop,5141,comment_9,attached json.jar built from,non_debt,-
hadoop,5141,description,using json.jar (snapshot) from mvn repository and resolve the chukwa dependency through ivy,non_debt,-
hadoop,5141,summary,Resolving json.jar through ivy,non_debt,-
hadoop,524,comment_0,Duplicate of HADOOP-371,non_debt,-
hadoop,524,description,Documentation for contrib modules like streaming and the small jobs benchmark does not appear in the Javadoc.,documentation_debt,low_quality_documentation
hadoop,524,summary,Contrib documentation does not appear in Javadoc,documentation_debt,low_quality_documentation
hadoop,5298,comment_0,test log from build 760,non_debt,-
hadoop,5298,comment_1,check uri got filtered at least once instead of exactly once.,non_debt,-
hadoop,5298,comment_2,Tested locally.,non_debt,-
hadoop,5298,comment_3,"+1 Makes sense. It looks like HADOOP-4695 is addressing the same issue, but uses a different approach. Is the difference significant? The two tests are nearly identical and could probably share more code than they currently do.",non_debt,-
hadoop,5298,comment_4,"There is no difference in the logic. I agree that two tests are similar. The codes were duplicated in HADOOP-4284. It needs more works to refactor the codes now. Since these are only tests, I suggest we leave it and do the refactoring in the future.",code_debt,duplicated_code
hadoop,5298,comment_5,I committed this to 0.20 and above.,non_debt,-
hadoop,5298,description,From: Regression Failing for the past 1 build (Since #760 ) Took 1 min 10 sec. Error Message expected:<8> but was:<9>,non_debt,-
hadoop,5298,summary,Unit test fails out on trunk,non_debt,-
hadoop,5329,comment_0,The test no longer fails in Hudson.,non_debt,-
hadoop,5329,description,"failed in Hudson, from [build to the latest, [build",non_debt,-
hadoop,5329,summary,failed in Hudson,non_debt,-
hadoop,537,comment_0,"We shouldn't need a clean-X target for every compile-X target, since compile-X targets should place things in the build directory and the build directory should be removed by the single clean target. We should also try not to clutter the top-level build.xml. If a separate clean-X target is required for productive development in some subtree, then it should be placed in a separate build.xml or Makefile in that source subtree. It can then remove appropriate items from the top-level build directory. But, ideally, the top-level 'clean' target should be able to remove all generated items by simply removing the top-level build directory.",code_debt,low_quality_code
hadoop,537,comment_1,"This is an orthogonal approach but I like it too. In this case we should not have any clean-X targets at all. Some more details on this particular issue. The real problem is that ""compile-libhdfs"" creates temporary files in the source directory. Sure they need to be cleaned, but they should not be created there in the first place. I think this have already been discussed, don't remember where.",code_debt,low_quality_code
hadoop,537,comment_2,Here's a patch which ensures that no temporary files are created in the src/c++/libhdfs; including .o/.so etc. They are all put in build/libhdfs. In fact I've ensured that even the doxygen generated docs go to build/libhdfs/docs and can be packaged aptly. Konstantin - can you please confirm that it works for you? thanks. I've kept the 'clean-libhdfs' target around in build.xml so that devs working on libhdfs can use it without needing to invoke the top-level 'clean' which nukes the 'build' directory.,code_debt,low_quality_code
hadoop,537,comment_3,"I just committed this. Thanks, Arun!",non_debt,-
hadoop,537,description,"It produces the following: BUILD FAILED Execute failed: CreateProcess: make clean error=2 Besides, I would propose to have clean-* target for every compile-* target in build.xml. Some people probably don't build libhdfs or contrib, so why should they clean it.",code_debt,low_quality_code
hadoop,537,summary,clean-libhdfs target of build.xml does not work on windows,non_debt,-
hadoop,5402,comment_0,This is probably stale.,non_debt,-
hadoop,5402,description,The code in looks like:,non_debt,-
hadoop,5402,summary,TaskTracker ignores most RemoteExceptions from heartbeat processing,design_debt,non-optimal_design
hadoop,543,comment_0,I believe all of the missing job.xml bugs were fixed by HADOOP-639.,non_debt,-
hadoop,543,description,I was running a faily large job on Hadoop release 0.6.2. The job failed because a lot of map tasks failed with following exceptions: Cannot open filename Source) not found Caused by: not found at ... 9 more Cannot open filename Source),non_debt,-
hadoop,543,summary,Error to open job files,non_debt,-
hadoop,5465,comment_0,"Thank Koji for his tireless investigation on this issue. When this situation occurs, the source DataNode of the block shows abnormal behavior. No blocks gets replicated from this node or no block gets removed from this node. Digging into the problem, we seet that NameNode sends the DataNode an empty replication request, i.e. a replication request with no blocks and targets as parameters, on every heartbeat reply, thus preventing sending the node any replication or deletion request. More suspiciously DataNode notifies NameNode that it has 1 replication in progress although its jstack shows that it has no replication (data transfer) thread alive.",non_debt,-
hadoop,5465,comment_11,Attach a patch to 0.18.,non_debt,-
hadoop,5465,comment_12,I've just committed this.,non_debt,-
hadoop,5465,comment_14,This jira is too trivial to add a unit test.,non_debt,-
hadoop,5465,comment_1,"Two bugs in DFS contributed to the problem: (1). DataNode does not sync on modification to the counter ""xmitsInProgress"", which keeps track of the number of replication in progress. When two threads update the counter concurrently, race condition may occurs. The counter may change to be a non-zero value when no replication is going on. (2). Each DN is configured to have at most 2 replications in progress. When DN notifies NN that it has 1 replication in progress, NN should be able to send one block replication request to DN. But NN wrongly interprets the counter as the number of targets. When it sees that the block is scheduled to 2 targets but DN can only take 1, it sends an empty replication request to DN. As a result, blocking all replications from this DataNode. If the DataNode is the only source of an under-replicated block, the block will never get replicated. Fixing either (1) or (2) could fix the problem. I think (1) is more fundamental so I will fix (1) in this jira and file a different jira to fix (2).",code_debt,multi-thread_correctness
hadoop,5465,comment_2,This implies that all the blocks that remained under replicated have only one replica and only on this specific datanode. Was that the case?,non_debt,-
hadoop,5465,comment_3,The previous patch synced the counter on a wrong object. This patch uses AtomicInteger to guarantee atomic modification.,non_debt,-
hadoop,5465,comment_4,"Yes, most of the blocks have only one source. Those are the kind of blocks that initially triggers a DataNode into this state. But we could and our clusters do have under-replicated blocks that have two replicas and all its sources are in this state. The only exception is a block in our clusters that has two sources, one in this state but the other is replicating. This block is still under investigation.",non_debt,-
hadoop,5465,comment_5,"Thanks Hairong. Since a rare race condition is suspected, I thought there would be very few datanodes hitting such a race condition.",non_debt,-
hadoop,5465,comment_6,"On a cluster with thousands of machines, we saw 5% of the nodes were in this state. It turns out that the other source that is replicating has a corrupt copy of the block.",non_debt,-
hadoop,5465,comment_7,"Since this is such a vital stat, may be better to decrement at the top of finally block (so that some other runtime exception does not cause this situation again).",non_debt,-
hadoop,5465,comment_8,The patch incorporates Raghu's comment.,non_debt,-
hadoop,5465,comment_9,+1.,non_debt,-
hadoop,5465,description,"Occasionally we see some blocks remain to be under-replicated in our production clusters. This is what we obeserved: 1. Sometimes when increasing the replication factor of a file, some blocks belonged to this file do not get to increase to the new replication factor. 2. When taking meta save in two different days, some blocks remain in under-replication queue.",non_debt,-
hadoop,5465,summary,Blocks remain under-replicated,non_debt,-
hadoop,551,comment_0,"This patch adds a parameter to the formatPercent method that specifies the desired number of digits after the decimal. The cli then passes ""0"" and the web ui passes ""2"". What do people think?",non_debt,-
hadoop,551,comment_1,"After thinking about it, I realized that modifying a static was a bad plan, so I just made a new format object in formatPercent.",non_debt,-
hadoop,551,comment_2,"I just committed this. Thanks, Owen!",non_debt,-
hadoop,551,description,"In the patch for HADOOP-423, I made the web ui and the job client cli format the percentage done consistently as 0.00 - 100.00%. This has the side effect of making the job client print a lot more lines to the user's console (up to 20k!).",design_debt,non-optimal_design
hadoop,551,summary,reduce the number of lines printed to the console during execution,design_debt,non-optimal_design
hadoop,5559,comment_0,This was fixed as a part of HADOOP-2413.,non_debt,-
hadoop,5559,description,"In BackupStorage.java, HADOOP-5119 already involves a lot of codes. It is better to fix this problem in a separated issue.",non_debt,-
hadoop,5559,summary,BackupStorage should not use,non_debt,-
hadoop,5561,comment_0,Patch explicitly sets the maxmemory in the javadoc ant task to a reasonable 512 MB. This solves the issue and the javadoc task completes quickly on my machine. Not unit-tested as is a build configuration change.,non_debt,-
hadoop,5561,comment_1,submitting patch,non_debt,-
hadoop,5561,comment_3,"would recommend having an Ant property javadoc.memory that is set to 512m in the build file, but can be overridden by people with problems (or 64 bit JVMs) without having to patch the build file. It could also be used by all build files",design_debt,non-optimal_design
hadoop,5561,comment_4,+1,non_debt,-
hadoop,5561,comment_5,Updated patch to use javadoc.maxmemory property and have all the javadoc targets use it. Tested by calling all the javadoc targets and verifying they're using the property.,non_debt,-
hadoop,5561,comment_6,submitting new patch,non_debt,-
hadoop,5561,comment_7,"+1 I committed this. Thanks, Jacob",non_debt,-
hadoop,5561,description,"The default configuration for the ant task javadoc-dev does not specify a maxmemory and, after churning for a while, fails with an OOM exception:",design_debt,non-optimal_design
hadoop,5561,summary,Javadoc-dev ant target runs out of heap space,non_debt,-
hadoop,561,comment_0,This fixesd two bugs in chooseTarget() routine that was causing the local machine to not get picked as a replica,non_debt,-
hadoop,561,comment_1,TThis fixed two bugs in chooseTarget(0 that was causing the local machine to not get oicked as a replica. There was a comparision between UTF8 and String.,non_debt,-
hadoop,561,comment_2,"I just committed this. Thanks, Dhruba!",non_debt,-
hadoop,561,description,"one replica of a file should be written locally if possible. That's currently not the case. Copying a 1GB file using hadoop dfs -cp running on one of the cluster nodes, all the blocks were written to remote nodes, as seen by fsck -files -blocks -locations on the newly created file. as long as there is sufficient space locally, a local copy has significant performance benefits.",code_debt,slow_algorithm
hadoop,561,summary,one replica of a file should be written locally if possible,non_debt,-
hadoop,564,comment_0,Changed a bunch of dfs: to hdfs:,non_debt,-
hadoop,564,comment_1,"I just committed this. Thanks, Wendy!",non_debt,-
hadoop,564,description,"Minor nit, but it seems that we should choose a protocol name that is likely not to conflict with other distributed FS projects. HDFS seems less likely to. Right now this will be trivial to change. Just wanted to socialize this before doing the search and replace. PS right now the dfs: usage is not consistent and has crept into a couple of new features the y! team is working on (caching of files and distcp).",code_debt,low_quality_code
hadoop,564,summary,we should use hdfs:// in all API URIs,non_debt,-
hadoop,5657,comment_0,"The following are now validated in the reduce: * Each map produces one record for each of 4096 small keys * Includes unique large records, each straddled by a pair of small records from another map (to detect corruption from the merge) * Changes some parameters for to make intermediate merges with in-memory data occur occasionally",non_debt,-
hadoop,5657,comment_2,Emits only two additional records per map; less expensive key updates. Detects known-bad case when merging a combination of in-memory and on-disk segments.,design_debt,non-optimal_design
hadoop,5657,comment_3,+1,non_debt,-
hadoop,5657,comment_4,It'd help code readability if some comments are added on why two values are emitted per map and the logic the testcase is employing for validation (verbose comments for the arithmetic is what I mean *smile*).,code_debt,low_quality_code
hadoop,5657,comment_6,Adds some extra comments; no functional changes,code_debt,low_quality_code
hadoop,5657,comment_7,I committed this.,non_debt,-
hadoop,5657,description,"While TestReduceFetch verifies the reduce semantics for reducing from in-memory segments, it does not validate the data it reads. Data corrupted during the merge will not be detected.",design_debt,non-optimal_design
hadoop,5657,summary,Validate data passed through TestReduceFetch,non_debt,-
hadoop,5701,comment_0,"Consider that a cluster have 2000 map slots and jobs submitted in the following sequence: |1:00pm|JobA|1500 maps, each map runs 24 hours| |1:30pm|JobB|1000 maps, each map runs 2 hours| |1:40pm|JobC|3000 maps, each map runs 10 minutes| Then, all 1500 maps in JobA got scheduled and only 500 map slots remained in the cluster at 1pm. 30 minutes later, JobB came and only 500 maps slots got scheduled. At 1:40pm, JobC came but no maps got scheduled until some maps in JobB finished 2 hours later. In this cases, JobA always has 75% of the capacity, JobB and JobC never able to obtain 1/N of the capacity. If JobA has 2000 maps, other jobs have to wait for maps in JobA to finish and have no progress in 24 hours.",design_debt,non-optimal_design
hadoop,5701,comment_1,"In other words, fair share scheduler cannot really allocate fair shares without preemption.",non_debt,-
hadoop,5701,comment_2,HADOOP-4665 will prevent this from happening. Do you want any additional features on top of that?,non_debt,-
hadoop,5701,comment_3,"Matei, thank you for fixing the problem. We should close this as duplicated.",non_debt,-
hadoop,5701,comment_4,"HADOOP-4665 is not committed yet, but when it is, it should solve the problem.",non_debt,-
hadoop,5701,description,"Current fair scheduler implementation favor long running jobs since once a task slot is assigned to a job, the fair scheduler is not able to reclaim it.",non_debt,-
hadoop,5701,summary,"With fair scheduler, long running jobs can easily occurpy a lot of task slots",design_debt,non-optimal_design
hadoop,5771,comment_0,"Attaching patch which adds unit test for HADOOP-4490. Following is approach used in running unit tests. HADOOP-4490 unit tests require following extra parameter to be passed alongwith the ant test target. * - path to built task controller executable * - ugi of the user as who we should be executing the task. If any of the above two parameter is not passed the HADOOP-4490 test cases would not be executed and test case would be successful. An example for running a HADOOP-4490 test case is as follows For pipes related test cases you would have to pass compile.c++ flag. Following are the test cases added to the patch: * :- Core test case which launches a {{SleepJob}} and {{WordCount}} job as a different user. * :- Test case which checks if the process trees of launched tasks are cleaned up properly. Currently, fails with trunk when HADOOP-5420 is commited would work fine. * :- Runs a pipes job as a different user. * :- Runs a streaming job as different user.",non_debt,-
hadoop,5771,comment_10,"I just committed this to trunk. Thanks, Sreekanth !",non_debt,-
hadoop,5771,comment_11,"Also, thanks to Vinod for review and modifications on the last patch.",non_debt,-
hadoop,5771,comment_13,Y! distribution patch.,non_debt,-
hadoop,5771,comment_14,Editorial pass over all release notes prior to publication of 0.21. Routine.,non_debt,-
hadoop,5771,comment_15,Attaching latest ydist patch with just testcases merged.,non_debt,-
hadoop,5771,comment_16,Attaching patch for yahoo hadoop 20.,non_debt,-
hadoop,5771,comment_1,Attaching patch incorporating Vinod's offline comments: * Renamed to * Added apache license header to all new test cases. * Cleaning up configuration file when test case completes. * Added documentation.,non_debt,-
