project,text,classification
jEdit-4.2,//}}},non_debt
jEdit-4.2,// Figure out what we're reading from.,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ closeView() method,non_debt
jEdit-4.2,// only add the Plugins branch if there are OptionPanes,non_debt
jEdit-4.2,/* exit does editor event & save */,non_debt
jEdit-4.2,//{{{ getCode() method,non_debt
jEdit-4.2,// bsh.system,non_debt
jEdit-4.2,//{{{ EnhancedMenu constructor,non_debt
jEdit-4.2,//{{{ loadModeCatalog() method,non_debt
jEdit-4.2,//{{{ updateEnabled() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"/*
	Thanks to Sreenivasa Viswanadha for suggesting how to get rid of expensive
	lookahead here.
*/",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// if only one, clean, 'untitled' buffer is open, we // replace it",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// if the caret is on a collapsed fold, collapse the // parent fold",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// site properties are loaded as default properties, overwriting // jEdit's system properties",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// maintain backwards compatibility,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// this vfs has an extended attribute which is not // in the list. add it to the end with a ref count // of 1,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ update() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ ActionHandler class,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ Package-private members,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// the first sub-fold. used by JEditTextArea.expandFold().,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// copy of indexes // copy of sizes // instructions to be resized // future offset of a jump instruction,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"/*
				If equals() is not explicitly defined we must override the 
				default implemented by the This object protocol for scripted
				object.  To support XThis equals() must test for equality with 
				the generated proxy object, not the scripted bsh This object;
				otherwise callers from outside in Java will not see a the 
				proxy object as equal to itself.
			*/",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// set rename to false if > 1 file selected,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ addCurrentToHistory() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"/* EnhancedMenu has a reference to EditBusStub, but not the other
	 * way around. So when the EnhancedMenu is being garbage collected
	 * its finalize() method removes the EditBusStub from the edit bus. */",non_debt
jEdit-4.2,//{{{ TipOfTheDay constructor,non_debt
jEdit-4.2,"/* FontRenderContext frc = new FontRenderContext(
				null,false,false);
			Rectangle2D bounds = getFont()
				.getStringBounds(getTime(),frc);
			Dimension dim = new Dimension((int)bounds.getWidth(),
				(int)bounds.getHeight());
			setPreferredSize(dim);
			setMaximumSize(dim); */",non_debt
jEdit-4.2,//{{{ ok() method,non_debt
jEdit-4.2,//{{{ getFoldLevel() method,non_debt
jEdit-4.2,// init the callstack.  ,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// bsh.cwd,non_debt
jEdit-4.2,// References may be allowed,non_debt
jEdit-4.2,//{{{ actionPerformed() method,non_debt
jEdit-4.2,"// don't want it to show ""0 bytes"" for size, // etc.",non_debt
jEdit-4.2,//}}} //}}} //}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// private members,non_debt
jEdit-4.2,// ends current block (with many new successors),non_debt
jEdit-4.2,//{{{ ok() method,non_debt
jEdit-4.2,// evaluate finally block,non_debt
jEdit-4.2,/*BshClassManager*/,non_debt
jEdit-4.2,// Look for scripted class object,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ Private members,non_debt
jEdit-4.2,// applets can't see sys props,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ ok() method,non_debt
jEdit-4.2,//{{{ goToPrevMarker() method,non_debt
jEdit-4.2,// bsh.interactive,non_debt
jEdit-4.2,"// adds a new (u, insert) entry in the allIndexes and allSizes arrays",non_debt
jEdit-4.2,//{{{ ActionHandler class,non_debt
jEdit-4.2,"// still need to call the status check even if the option is // off, so that the write protection is updated if it changes // on disk",non_debt
jEdit-4.2,//{{{ cancel() method,non_debt
jEdit-4.2,// in case already initialized; un-initialize it,non_debt
jEdit-4.2,//{{{ changedUpdate() method,non_debt
jEdit-4.2,// Install an *instance* of this method in the namespace. // See notes in BshMethod ,non_debt
jEdit-4.2,// this helps a little,non_debt
jEdit-4.2,"/*
         * Iterate up to N_ITERS times to improve the tables.
         */",non_debt
jEdit-4.2,//{{{ KeyHandler class,non_debt
jEdit-4.2,// // Constants for input. //,non_debt
jEdit-4.2,// try to sync up the console,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ cancel() method,non_debt
jEdit-4.2,// Don't generate private constructors,non_debt
jEdit-4.2,//{{{ setModel() method,non_debt
jEdit-4.2,//}}} //{{{ Symbol...,non_debt
jEdit-4.2,//{{{ DocumentHandler class,non_debt
jEdit-4.2,"/* //{{{ HelpIndex constructor
	public HelpIndex(String fileListPath, String wordIndexPath)
	{
		this();
	} //}}} */",non_debt
jEdit-4.2,//{{{ ActionTextField class,non_debt
jEdit-4.2,"// Read the value, normalizing whitespace // if it is not CDATA.",non_debt
jEdit-4.2,//{{{ insertUpdate() method,non_debt
jEdit-4.2,"// older jEdit versions used a DOCTYPE of CATALOG, which // is incorrect since the DOCTYPE must be the name of the // root element, which is MODES.",non_debt
jEdit-4.2,//{{{ getWrappedDimension() method,non_debt
jEdit-4.2,// component that will parent any dialog boxes,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ isToolsJarAvailable() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ init() method,non_debt
jEdit-4.2,//{{{ getToolTipLocation() method,non_debt
jEdit-4.2,// never called,non_debt
jEdit-4.2,//{{{ CompleteWord constructor,non_debt
jEdit-4.2,//}}} //{{{ MARK_FOLLOWING,non_debt
jEdit-4.2,//{{{ CloseDialog constructor,non_debt
jEdit-4.2,// set non proxy hosts list,non_debt
jEdit-4.2,"// UCS-4 must begin with ""<!XML"" // 0x00 0x00 0x3c 0x00: UCS-4, unusual (2143)",non_debt
jEdit-4.2,//{{{ Max line length,non_debt
jEdit-4.2,//{{{ SelectLineRange constructor,non_debt
jEdit-4.2,// jump offset // GOTO_W // newOffset now computed from start of GOTO_W,non_debt
jEdit-4.2,// bsh.help,non_debt
jEdit-4.2,//{{{ FontSelectorDialog constructor,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// on a reload, the fold handler doesn't change, but // we still need to re-collapse folds. // don't do this on initial fold handler creation",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ getDockable() method,non_debt
jEdit-4.2,//{{{ loadSystemProps() method,non_debt
jEdit-4.2,// show tip of the day,non_debt
jEdit-4.2,//{{{ loadUserProps() method,non_debt
jEdit-4.2,//{{{ actionPerformed() method,non_debt
jEdit-4.2,// bsh,non_debt
jEdit-4.2,// ONE-OR-MORE REPEAT OPERATOR //  + | \+ depending on RE_BK_PLUS_QM //  not available if RE_LIMITED_OPS is set,non_debt
jEdit-4.2,/* == M+ */,non_debt
jEdit-4.2,// end AbstractOptionPane implementation,non_debt
jEdit-4.2,//{{{ Instance variables,non_debt
jEdit-4.2,"// computes the stack size variation. In order not to recompute several // times this variation for the same Item, we use the intVal field of // this item to store this variation, once it has been computed. More // precisely this intVal field stores the sizes of the arguments and of // the return value corresponding to desc.",non_debt
jEdit-4.2,//{{{ ListHandler class,non_debt
jEdit-4.2,// Begin BeanShell Modification - made conditional on debug,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ minimumLayoutSize() method,non_debt
jEdit-4.2,//{{{ closeBuffer() method,non_debt
jEdit-4.2,"// if it's not in the class hash, and not marked as // non-existent, try loading it from the CLASSPATH",non_debt
jEdit-4.2,//{{{ getIconHeight() method,non_debt
jEdit-4.2,// ( (this.assemLen + numToWrite ) < this.recordBuf.length ),non_debt
jEdit-4.2,//{{{ Private members,non_debt
jEdit-4.2,// create a copy of this dockable window and float it,non_debt
jEdit-4.2,//{{{ Private members,non_debt
jEdit-4.2,"/*
		Perform a cast, cast check, or assignability check.

		@param toType the class type of the cast result, which may include
			primitive types, e.g. Byte.TYPE.  toType may be null to indicate a
			loose type assignment (which matches any fromType).

		@param fromType is the class type of the value to be cast including
			java primitive TYPE classes for primitives.
			fromType should be null to indicate that the fromValue is or would
			be Primitive.NULL

		@param fromValue an Object or bsh.Primitive primitive value (including
			Primitive.NULL or Primitive.VOID )

		@param checkOnly If checkOnly is true then fromValue must be null.
			FromType is checked for the cast to toType...
			If checkOnly is false then fromValue must be non-null
			(Primitive.NULL is ok) and the actual cast is performed.

		@throws UtilEvalError on invalid assignment (when operation is
			assignment ).

		@throws UtilTargetError wrapping ClassCastException on cast error 
			(when operation is cast)

		@param operation is Types.CAST or Types.ASSIGNMENT

		@see Primitive.getType()
	*/",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// fixes the hang that can occur if we 'save as' to a new // filename which requires re-sorting,non_debt
jEdit-4.2,//{{{ completeWord() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ getCompletions() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ cancel() method,non_debt
jEdit-4.2,"/*
                 * Complete the big bucket [ss] by quicksorting
                 * any unsorted small buckets [ss, j].  Hopefully
                 * previous pointer-scanning phases have already
                 * completed many of the small buckets [ss, j], so
                 * we don't have to sort them at all.
                 */",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"/*
			Try imported packages, e.g. ""import foo.bar.*;""
			in reverse order of import...
			(give later imports precedence...)
		*/",non_debt
jEdit-4.2,//{{{ dispose() method,non_debt
jEdit-4.2,"/*
                throw new EvalError(
					""Sourced file: ""+sourceFileInfo+"" parser Error: "" 
					+ e.getMessage( DEBUG ), node, callstack );
				*/",non_debt
jEdit-4.2,//{{{ getCompletions() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// if the last key was a numeric keypad key // and NumLock is off, filter it out",non_debt
jEdit-4.2,//{{{ Buffer management methods,non_debt
jEdit-4.2,//{{{ addKeyBinding() method,non_debt
jEdit-4.2,// only complete current buffer's keyword map,non_debt
jEdit-4.2,// Pick screen with largest intersection,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ isSelected() method,non_debt
jEdit-4.2,//{{{ ThreadProgress constructor,non_debt
jEdit-4.2,//{{{ Get properties,non_debt
jEdit-4.2,// '+ 1' so that findWordEnd() doesn't pick up the space at the start,non_debt
jEdit-4.2,//{{{ updateMiscStatus() method,non_debt
jEdit-4.2,//}}} //{{{ show popup if > 1,non_debt
jEdit-4.2,"// scan from selection to end failed, so // scan from start to selection",non_debt
jEdit-4.2,// build a list of unique words in all visible buffers,non_debt
jEdit-4.2,//{{{ getToolTipText() method,non_debt
jEdit-4.2,//{{{ getNonAlphaNumericWordChars() method,non_debt
jEdit-4.2,// These JComponent methods provide the appropriate points // to subscribe and unsubscribe this object to the EditBus,non_debt
jEdit-4.2,"//{{{ if there is only one competion, insert in buffer",non_debt
jEdit-4.2,//{{{ setBlockCaretEnabled() method,non_debt
jEdit-4.2,// check for match at start of line,non_debt
jEdit-4.2,// // Buffers for decoded but unparsed character input. //,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// -------------------------------------------------------------------------- // Fields for the control flow graph analysis algorithm (used to compute the // maximum stack size). A control flow graph contains one node per ""basic // block"", and one edge per ""jump"" from one basic block to another. Each node // (i.e., each basic block) is represented by the Label object that // corresponds to the first instruction of this basic block. Each node also // stores the list of it successors in the graph, as a linked list of Edge // objects. // --------------------------------------------------------------------------",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// only complete current buffer's keyword map,non_debt
jEdit-4.2,//{{{ loop through all lines of current buffer,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}} //{{{ Word character...,non_debt
jEdit-4.2,//{{{ try to find matching keywords,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ init() method,non_debt
jEdit-4.2,//{{{ getDockableWindowManager() method,non_debt
jEdit-4.2,// reinit the callstack,non_debt
jEdit-4.2,"// ok, this one seems to confuse newbies // endlessly, so log it as NOTICE, not // ERROR",non_debt
jEdit-4.2,//{{{ Completion class,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ insertSelected() method,non_debt
jEdit-4.2,// Note: if we want methods declared inside blocks to be accessible via // this.methodname() inside the block we could handle it here as a // special case.  See also resolveThisFieldReference() special handling // for BlockNameSpace case.  They currently work via the direct name // e.g. methodName().,non_debt
jEdit-4.2,"/*, CallStack callstack */",non_debt
jEdit-4.2,// $ at end is literal //}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ RotatedTextIcon class,non_debt
jEdit-4.2,//{{{ createFieldPanel() method,non_debt
jEdit-4.2,//{{{ statusUpdate() method,non_debt
jEdit-4.2,"// If we find some other // character that follows // a \r, so it is not a // Windows file, and probably // a Mac file",non_debt
jEdit-4.2,// begin source and eval,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ update() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}} //}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ Private members,non_debt
jEdit-4.2,// Pass 1: compute preferred row heights / column widths,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// break out of inner for loop to check next char //}}} //{{{ Handle end of MARK_FOLLOWING,non_debt
jEdit-4.2,//{{{ actionPerformed() method,non_debt
jEdit-4.2,// Check for explicit return of value from void method type. // retControl.returnPoint is the Node of the return statement,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ contentInserted() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// allocate the array to store the initializers // description of the array // The other dimensions default to zero and are assigned when  // the values are set.,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"/* construct a BeanShell snippet instead of
				 * invoking directly so that user can record
				 * property changes in macros. */",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// setting the message to 'null' causes the status bar to check // if a recording is in progress,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ closeView() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// opcode of current instruction // bytes to be added after this instruction,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// Check for surrogates: 00000000 0000xxxx yyyyyyyy zzzzzzzz //  (1101|10xx|xxyy|yyyy + 1101|11yy|zzzz|zzzz: ,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// collapse all nodes, as suggested on user mailing list...",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// attempting to expand non-word char,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// If there aren't enough repeats, then fail",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// switch namespace and special var visibility,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// this will result in a slight speed up, since we // don't need to read the DTD anyway, as AElfred is // non-validating",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// // Attributes //,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// evaluate the instance portion of the block in it // Evaluate the initializer block,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ Update line info and line context arrays,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// Generate code to call ClassGeneratorUtil to get our switch index  // and give us args...,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// add all items in current to doables array,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// These are, respectively, the first and last tokens in our linked list // If there is only one token, firstToken == lastToken",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"/* Returns the node on the top of the stack, and remove it from the
     stack.  */",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ runTemporaryMacro() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// updates current and max stack sizes only if opcode == NEW // (stack size variation = 0 for ANEWARRAY, CHECKCAST, INSTANCEOF)",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// this will result in a slight speed up, since we // don't need to read the DTD anyway, as AElfred is // non-validating",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//case ClassWriter.FIELD: //case ClassWriter.METH: //case ClassWriter.IMETH:,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//doesnt exist?? //pf.setOrientation(PageFormat.REVERSE_PORTRAIT); //then just do the next best thing,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"//System.err.println(""y="" + y + "",offsetY="" + offsetY //	+ "",size.height="" + size.height //	+ "",win.height="" + win.getHeight());",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// not in settings directory or jEdit home directory. // no need to reload anything.,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// Number of subexpressions in this token.,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ getFiles() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// // The current XML handler interface. //,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// don't show splash screen if there is a file named // 'nosplash' in the settings directory,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// Generate the code implementing the alternate constructor switch,non_debt
jEdit-4.2,//{{{ ActionHandler class,non_debt
jEdit-4.2,//{{{ getPrevVisibleLine() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ saveSettings() method,non_debt
jEdit-4.2,//{{{ setMessageAndClear() method,non_debt
jEdit-4.2,//{{{ removeMarker() method,non_debt
jEdit-4.2,//{{{ preferredLayoutSize() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ TextAreaDialog constructor,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// if a directory is selected, create new dir in there. // if a file is selected, create new dir inside its parent.",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ ActionHandler class,non_debt
jEdit-4.2,//{{{ getToolTipLocation() method,non_debt
jEdit-4.2,"/* For example, if the current fileset is a directory,
		 * C+g will find the next match within that fileset.
		 * This can be annoying if you have just done an
		 * incremental search and want the next occurrence
		 * in the current buffer. */",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// coming out of background mode. // no views open. // no buffers open if args empty.,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"//Log.log(Log.DEBUG,BufferHistory.class,fnf);",non_debt
jEdit-4.2,//}}} //}}},non_debt
jEdit-4.2,/*isStatic*/,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// replaces GOTO with GOTO_W, JSR with JSR_W and IFxxx <l> with // IFNOTxxx <l'> GOTO_W <l>, where IFNOTxxx is the ""opposite"" opcode // of IFxxx (i.e., IFNE for IFEQ) and where <l'> designates the // instruction just after the GOTO_W.",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"/* to avoid data loss, only do this if the above
			 * completed successfully */",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"/* TableColumn col1 = getColumnModel().getColumn(0);
		col1.setMinWidth(20);
		col1.setMaxWidth(20);
		col1.setPreferredWidth(20); */",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// because this method is called for *every* VFS update, // we don't want to scan the tree all the time. So we // use the following algorithm to determine if the path // might be part of the tree: // - if the path starts with the browser's current directory, //   we do the tree scan // - if the browser's directory is 'favorites:' -- we have to //   do the tree scan, as every path can appear under the //   favorites list // - if the browser's directory is 'roots:' and path is on //   the local filesystem, do a tree scan",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ saveUserProps() method,non_debt
jEdit-4.2,/*fromValue*/,non_debt
jEdit-4.2,//{{{ TextAreaDialog constructor,non_debt
jEdit-4.2,//{{{ setFrames() method,non_debt
jEdit-4.2,//{{{ loadPluginProps() method,non_debt
jEdit-4.2,"/*
             * Compute MTF values for the selectors.
             */",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// Number of characters in 'buf' array. // InputStream.read() doesn't always fill the // array (eg, the file size is not a multiple of // IOBUFSIZE, or it is a GZipped file, etc)",non_debt
jEdit-4.2,// private members,non_debt
jEdit-4.2,//{{{ WindowTableModel class,non_debt
jEdit-4.2,//{{{ setMessageComponent() method,non_debt
jEdit-4.2,//{{{ removeUpdate() method,non_debt
jEdit-4.2,//{{{ updateCaretStatus() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ WorkThreadListener implementation,non_debt
jEdit-4.2,// Primitive (not null or void) to Object.class type,non_debt
jEdit-4.2,//{{{ Private members,non_debt
jEdit-4.2,//}}} //{{{ TERMINATE,non_debt
jEdit-4.2,//{{{ getActionNames() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// don't obscure existing message,non_debt
jEdit-4.2,/* boolean */,non_debt
jEdit-4.2,// so if view is closed in the meantime...,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// General case - performe the instanceof based on assignability,non_debt
jEdit-4.2,//{{{ getActionNames() method,non_debt
jEdit-4.2,//{{{ findWordEnd() method,non_debt
jEdit-4.2,/* can happen when switching buffers sometimes */,non_debt
jEdit-4.2,// for backwards compatibility,non_debt
jEdit-4.2,//{{{ setMessage() method,non_debt
jEdit-4.2,"/*
		The interpretation of an ambiguous name is context sensitive.
		We disallow a generic eval( ).
	*/",non_debt
jEdit-4.2,//{{{ Private members,non_debt
jEdit-4.2,// Begin BeanShell Modification - moved body to overloaded getMessage(),non_debt
jEdit-4.2,//{{{ TextAreaDialog constructor,non_debt
jEdit-4.2,// updates max locals only (no stack change),non_debt
jEdit-4.2,//{{{ getCacheableActionNames() method,non_debt
jEdit-4.2,"// resolves previous forward references to label, if any",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// End BeanShell Modification - override error methods and toString,non_debt
jEdit-4.2,/* package-private for speed */,non_debt
jEdit-4.2,//{{{ createPosition() method,non_debt
jEdit-4.2,//{{{ contains() method,non_debt
jEdit-4.2,//{{{ componentResized() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"/* 
			Here we catch any EvalError from the interpreter because we are
			using it as a tool to load the command, not as part of the
			execution path.
		*/",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ Action hints,non_debt
jEdit-4.2,//{{{ getProperty() method,non_debt
jEdit-4.2,// this.index is index of next pos relative to charAt(0),non_debt
jEdit-4.2,//{{{ setProperty() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ size() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ addPluginProps() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ removePluginProps() method,non_debt
jEdit-4.2,// set flag that next should fail next time?,non_debt
jEdit-4.2,// Listener interfaces,non_debt
jEdit-4.2,//{{{ getDefaultRootElement() method,non_debt
jEdit-4.2,//actions.clear();,non_debt
jEdit-4.2,//}}} //{{{ Counterclockwise rotation,non_debt
jEdit-4.2,// sanity check during development,non_debt
jEdit-4.2,//{{{ getStandardRuleSet() method,non_debt
jEdit-4.2,//{{{ removeNotify() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// NON-WHITESPACE OPERATOR //  \S,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// Error conditions from GNU regcomp(3) manual,non_debt
jEdit-4.2,//{{{ copy() method,non_debt
jEdit-4.2,//{{{ setDirectory() method,non_debt
jEdit-4.2,//{{{ paintComponent() method,non_debt
jEdit-4.2,//{{{ bufferClosed() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// updates the global max stack size,non_debt
jEdit-4.2,//{{{ actionPerformed() method,non_debt
jEdit-4.2,//{{{ removeLayoutComponent() method //}}},non_debt
jEdit-4.2,//{{{ actionPerformed() method,non_debt
jEdit-4.2,"// case of a backward jump with an offset >= -32768, or of a forward jump // with, of course, an unknown offset. In these cases we store the offset // in 2 bytes (which will be increased in resizeInstructions, if needed).",non_debt
jEdit-4.2,//{{{ ToolTipLabel class,non_debt
jEdit-4.2,// 2-byte sequence: 00000yyyyyxxxxxx = 110yyyyy 10xxxxxx,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// NULL return null as type... we currently use null type to indicate  // loose typing throughout bsh.,non_debt
jEdit-4.2,//{{{ MouseHandler class,non_debt
