project,issue_key,section,type,indicator,text
Hadoop,HADOOP-9763,comment_14,non_debt,-,+1 pending Jenkins for the new patch.
Hadoop,HADOOP-9763,comment_16,non_debt,-,"I've committed this to trunk, branch-2 and branch-2.1-beta."
Hadoop,HADOOP-9763,comment_1,non_debt,-,slightly changes some code and comments.
Hadoop,HADOOP-9763,comment_2,non_debt,-,adds some new tests.
Hadoop,HADOOP-9763,comment_4,architecture_debt,violation_of_modularity,"Nicholas, this should be moved to hadoop-common, right?"
Hadoop,HADOOP-9763,comment_5,architecture_debt,violation_of_modularity,GSet and LightWeightGSet are currently in hdfs. I agree that we should move them to common. Let's do it in a separated issue?
Hadoop,HADOOP-9763,comment_6,design_debt,non-optimal_design,"The patch looks good to me. Some thoughts after discussing with : 1. Maybe we do not need to refresh a cache entry's access time and position in the priority queue when the entry is accessed, since the expected timeout on the client side is based on the time the first request is sent. 2. It would be better if we can add an upper limit for the size of the GSet. This can guarantee NN continues to function even when a large amount of retry requests come within a short period of time."
Hadoop,HADOOP-9763,comment_7,non_debt,-,"Nicholas, HADOOP-9762 is almost ready. Waiting for this patch to be committed. No pressure! :)"
Hadoop,HADOOP-9763,comment_8,non_debt,-,Thanks Jing for the suggestions. supports creation-expiration period and size limit.
Hadoop,HADOOP-9763,description,non_debt,-,We extends LightWeightGSet to support eviction of expired elements so that namenode could use it as the RetryCache.
Hadoop,HADOOP-9763,summary,non_debt,-,Extends LightWeightGSet to support eviction of expired elements
Hadoop,HADOOP-9764,comment_0,non_debt,-,Please use hadoop user mailing list to ask these type of questions. Jira is for reporting bugs.
Hadoop,HADOOP-9764,description,non_debt,-,"Hi, I am new to Hadoop concepts. While practicing with one custom MapReduce program, I found the result is not as expected after executing the code on HDFS based file. Please note that when I execute the same program using Unix based file,getting expected result. Below are the details of my code. MapReduce in java ================== import import java.util.*; import import import import import import public class WordCount1 { public static class Map extends MapReduceBase implements Mapper { private final static IntWritable one = new IntWritable(1); private Text word = new Text(); public void map(LongWritable key, Text value, OutputCollector output, Reporter reporter) throws IOException { String line = value.toString(); String tokenedZone=null; StringTokenizer tokenizer = new while { one); } } } public static class Reduce extends MapReduceBase implements Reducer { public void reduce(Text key, Iterator values, OutputCollector output, Reporter reporter) throws IOException { int sum = 0; int val = 0; while (values.hasNext()) { val = sum += val; } if(sum&gt;1) output.collect(key, new IntWritable(sum)); } } public static void main(String[] args) throws Exception { JobConf conf = new JobConf(); Path inPath = new Path(args[0]); Path outPath = new Path(args[0]); ); outPath); } } input File =========== test my program during test and my hadoop your during get program hadoop generated output file on HDFS file system during 2 my 2 test 2 hadoop generated output file on local file system during 2 my 2 program 2 test 2 Please help me on this issue"
Hadoop,HADOOP-9764,summary,non_debt,-,MapReduce output issue
Hadoop,HADOOP-9773,comment_0,non_debt,-,"After added some debug messages, it shows that the test may set size limit to 0 and try to check it. However, size limit <= 0 mean no limit. So the bug is in the test but not in the main code."
Hadoop,HADOOP-9773,comment_1,non_debt,-,avoids size limit = 0 in the test.
Hadoop,HADOOP-9773,comment_2,non_debt,-,+1 for the patch.
Hadoop,HADOOP-9773,comment_4,non_debt,-,Thanks Suresh for reviewing the patch. I have committed this.
Hadoop,HADOOP-9773,description,non_debt,-,"It fails on some size limit tests when the random seed is 1374774736885L,"
Hadoop,HADOOP-9773,summary,non_debt,-,fails
Hadoop,HADOOP-9791,comment_0,non_debt,-,Attaching the branch-1-win compatible patch. Will attach trunk patch as well.
Hadoop,HADOOP-9791,comment_13,non_debt,-,Closing old tickets that are already part of a release.
Hadoop,HADOOP-9791,comment_1,non_debt,-,That's MAX_PATH for non-UNICODED paths in NTFS; paths that don't begin {{\\?\}} see
Hadoop,HADOOP-9791,comment_2,non_debt,-,"Thanks Steve for taking a look. Yes, MAX_PATH is the limit you are referring to. In this specific case, we already properly handle this case in native code by adding the long path {{\\?\}} prefix. Just adding a unittest to make sure this remains true."
Hadoop,HADOOP-9791,comment_3,non_debt,-,Attaching the trunk patch.
Hadoop,HADOOP-9791,comment_5,non_debt,-,Findbugs warnings are not related to the patch.
Hadoop,HADOOP-9791,comment_6,non_debt,-,"+1 for the patch. Thank you, Ivan!"
Hadoop,HADOOP-9791,comment_7,non_debt,-,"Thanks Chris for the review, will commit this later today."
Hadoop,HADOOP-9791,comment_8,non_debt,-,"Fix committed to trunk, branch-2 and branch-1-win. Thanks again Chris for the review!"
Hadoop,HADOOP-9791,description,test_debt,low_coverage,We've seen historically that paths longer than 260 chars can cause things not to work on Windows if not properly handled. Filing a tracking Jira to add a native io test case with long paths for new FileUtil access check methods added with HADOOP-9413.
Hadoop,HADOOP-9791,summary,non_debt,-,Add a test case covering long paths for new FileUtil access check methods
Hadoop,HADOOP-9883,comment_0,non_debt,-,Changes JobSubmitter code so that it submits the full classpath of jars to DistributedCache. This allows DistributedCache to resolve the classpath in local mode.
Hadoop,HADOOP-9883,comment_11,non_debt,-,Attached test case TestMRDistributed is passing on trunk code without applying the fix. DistributedCache is supporting files in local mode. This issue doesn't seem to be valid now. May be it can be closed.
Hadoop,HADOOP-9883,comment_13,non_debt,-,"Closing with cannot reproduce based upon previous comments. If this is still an issue, please reopen. Thanks."
Hadoop,HADOOP-9883,comment_1,non_debt,-,Changes the JobSubmitter. It now submits the full classpath to the DistributedCache. This allows the DistributedCache to resolve the classpath in local mode.
Hadoop,HADOOP-9883,comment_3,non_debt,-,The Jobsubmitter was passing classpaths to the DistributedCache without the protocol. This caused issues in local mode. This changes the JobSubmitter so that it passes the whole path to the DistributedCache.
Hadoop,HADOOP-9883,comment_5,non_debt,-,No change was made to or its dependencies for this patch.
Hadoop,HADOOP-9883,comment_8,code_debt,dead_code,"Hi Abin! Thanks for your contribution! Please refer to Matt's comment (from when I first started :-)) Also, please consider reading . The two things I'd recommend are using 2 spaces for indentation and following the 80 char limit per line. I noticed that the change was made as part of MAPREDUCE-181 . Before that it used to be what you are proposing. Do you understand why that change might / might not be relevant any more? I can review the test code once we finalize the src/main code."
Hadoop,HADOOP-9883,description,non_debt,-,"Hive jobs in local mode fail with the error posted below. The jar file that's not being found exists and has the following access: rw-rw-r-- 1 ashahab ashahab 3914 Dec 18 2012 Steps to reproduce ~]$ hive Logging initialized using configuration in Hive history hiveOK Time taken: 1.675 seconds hiveOK Time taken: 0.029 seconds hiveOK Time taken: 0.301 seconds hiveTotal MapReduce jobs = 1 Launching Job 1 out of 1 Number of reduce tasks determined at compile time: 1 In order to change the average load for a reducer (in bytes): set order to limit the maximum number of reducers: set order to set a constant number of reducers: set Job = Tracking URL = Kill Command = job -kill Hadoop job information for Stage-1: number of mappers: 1; number of reducers: 1 2013-07-16 21:20:25,617 Stage-1 map = 0%, reduce = 0% 2013-07-16 21:20:30,026 Stage-1 map = 100%, reduce = 0%, Cumulative CPU 1.13 sec 2013-07-16 21:20:31,110 Stage-1 map = 100%, reduce = 0%, Cumulative CPU 1.13 sec 2013-07-16 21:20:32,188 Stage-1 map = 100%, reduce = 0%, Cumulative CPU 1.13 sec 2013-07-16 21:20:33,270 Stage-1 map = 100%, reduce = 0%, Cumulative CPU 1.13 sec 2013-07-16 21:20:34,356 Stage-1 map = 100%, reduce = 0%, Cumulative CPU 1.13 sec 2013-07-16 21:20:35,455 Stage-1 map = 100%, reduce = 100%, Cumulative CPU 3.4 sec MapReduce Total cumulative CPU time: 3 seconds 400 msec Ended Job = MapReduce Jobs Launched: Job 0: Map: 1 Reduce: 1 Cumulative CPU: 3.4 sec HDFS Read: 246 HDFS Write: 2 SUCCESS Total MapReduce CPU Time Spent: 3 seconds 400 msec OK 0 Time taken: 20.627 seconds hiveAutomatically selecting local only mode for query Total MapReduce jobs = 1 Launching Job 1 out of 1 Number of reduce tasks determined at compile time: 1 In order to change the average load for a reducer (in bytes): set order to limit the maximum number of reducers: set order to set a constant number of reducers: set 21:20:49 WARN conf.Configuration: attempt to override final parameter: Ignoring. 13/07/16 21:20:49 WARN conf.Configuration: attempt to override final parameter: Ignoring. WARNING: is deprecated. Please use in all the log4j.properties files. Execution log at: File does not exist: Method) Method) Method) Job Submission failed with exception does not exist: Execution failed with exit status: 1 Obtaining error information Task failed! Task ID: Stage-1 Logs:"
Hadoop,HADOOP-9883,summary,non_debt,-,Local mode File does not exist
Hadoop,HADOOP-9896,comment_0,non_debt,-,surefire report output attached
Hadoop,HADOOP-9896,comment_10,code_debt,low_quality_code,"Hi , I think this is not the root cause. I run restRetryProxy alone and also get the timeout, this probably has nothing to do with socket leak. Here is the error message. You can see client retried twice and got stuck"
Hadoop,HADOOP-9896,comment_11,design_debt,non-optimal_design,"Another run timeout, this time with a bit more log I suspect there is race condition in Client or Server causing this."
Hadoop,HADOOP-9896,comment_12,design_debt,non-optimal_design,", I think the timeout is a separate issue. In our case, if we run testRetryProxy alone, it never fails. However when running all the test cases in the test class together, we will always get the JVM crash error due to testRetryProxy hangs. It could be a race condition. What is your OS and configuration?  suspects your guys never run into our problem because you have faster machines. So it could also be that our Linux VM is slower and we never run into this timeout issue."
Hadoop,HADOOP-9896,comment_13,non_debt,-,"My test env is Ubuntu 11.10 Linux 3.0.0, VM running in Mac Fusion. If I run all the tests, it timeouts more often, but not always, if I run just testRetryProxy, the timeout probability is lower."
Hadoop,HADOOP-9896,comment_14,code_debt,low_quality_code,"I may found the race condition in ipc.Client and have a fix, please see the detail in [HADOOP-9916]"
Hadoop,HADOOP-9896,comment_15,non_debt,-,I think we should mark it as duplicated?
Hadoop,HADOOP-9896,comment_16,non_debt,-,Resolving this as HADOOP-9916 should fix the root cause in IPC Client implementation.
Hadoop,HADOOP-9896,comment_1,non_debt,-,"More information. I was using Hyper-V on Windows 8 running Ubuntu 12.04 VM. I found out that it was due to got stuck. However, if I just run that one test case, it will pass for me. But if I run all TestIPC unit tests, it will get stuck."
Hadoop,HADOOP-9896,comment_2,non_debt,-,"The freeze is actually caused by test case If I just run this one test case, it was passing, but running all TestIPC tests results in main thread getting stuck in call.wait() (Client.java, line 1390). If I exclude this test case, or set a timeout, then TestIPC can pass. This is caused by timing issue. Sometimes randomly the tests pass for me, but they fail most of the time. And if I attach a debugger to the test process and set a break point at this test case (testRetryProxy), the tests will pass then."
Hadoop,HADOOP-9896,comment_3,design_debt,non-optimal_design,I investigated this problem a little bit. I think there is some socket leak in the test code. Attach a patch that fix the leaking issue in the test by explicitly closing client and server at the end of each test case.
Hadoop,HADOOP-9896,comment_5,non_debt,-,"I think we may also want to add timeout for each unit test in TestIPC, as proposed in HDFS-9916."
Hadoop,HADOOP-9896,comment_6,non_debt,-,"This failure does not seem related to the fix at all. , I will add timeout as suggested."
Hadoop,HADOOP-9896,comment_7,design_debt,non-optimal_design,"+1 Thanks Chuan! I tried the patch and it works fine! Not sure when lingering client thread is causing this problem though. Looks like sometimes the Server response was probably consumed by other client thus the testRetryProxy()'s client is waiting forever. But anyway, this patch fixed the TestIPC test case and I think they are good fix."
Hadoop,HADOOP-9896,comment_8,design_debt,non-optimal_design,Attach a new patch. A 30 sec timeout is added to each test case. The unit test can pass consistently on my single core Ubuntu box. So I assume the timeout is enough for the test cases.
Hadoop,HADOOP-9896,description,non_debt,-,"I'm running hadoop unit tests on a Ubuntu 12.04 64 bit virtual machine, every time I try to run all unit tests with command ""mvn test"", the TestIPC unit test will fail, the console will show ""The forked VM terminated without saying properly goodbye. VM crash or System.exit called?"" To reproduce: $cd $mvn clean install -Pdist -DskipTests $mvn test -Pdist -Dtest=TestIPC"
Hadoop,HADOOP-9896,summary,non_debt,-,TestIPC fail on trunk with error VM crash or System.exit
Hadoop,HADOOP-98,comment_0,design_debt,non-optimal_design,"This patch consolidate all of the places where status was put in to or out of the taskTrackers status map, so that the counts of maps and reduces are maintained consistently. I also added the cluster status to the webapp so that you can get a quick view of how busy the cluster is."
Hadoop,HADOOP-98,comment_1,non_debt,-,"This looks great. I just committed it. Thanks, Owen."
Hadoop,HADOOP-98,description,non_debt,-,"When a heatbeat comes in from a task tracker, the job tracker just adds the number of currently running maps and reduces. The jobs from the previous heartbear are never subtracted. This causes the scheduling to misjudge the ""loading"" levels of the task trackers."
Hadoop,HADOOP-98,summary,non_debt,-,The JobTracker's count of the number of running maps and reduces is wrong
Hadoop,HADOOP-9914,comment_0,non_debt,-,"We do not intentionally use shortnames. Many OSes out there are getting their /etc/hosts wrong, and specify the format as ""IP SHORT FULL"" when it should be ""IP FULL SHORT"" per the standard. Please check if that may be your issue as well? Do your nodes use FQDN in and/or /etc/hostname?"
Hadoop,HADOOP-9914,comment_1,non_debt,-,"I spent a day to get the /etc/hosts and /etc/avahi/hosts right, when I created the setup for hadoop 1.1.2 and that works fine. The namenode is actually still working correctly: When you browse the file system, it uses the fully qualified names of the datanodes, meaning everything works as I expect it. The resourcemanager does not have the same same behaviour. Here are my hosts: $ cat /etc/hosts 127.0.0.1 localhost 192.168.7.10 master.local master 192.168.7.11 backup.local backup 192.168.7.12 hadoop1.local hadoop1 192.168.7.13 hadoop2.local hadoop2 192.168.7.14 hadoop3.local hadoop3 $ cat /etc/avahi/hosts 127.0.0.1 localhost 192.168.7.10 master.local master 192.168.7.11 backup.local backup 192.168.7.12 hadoop1.local hadoop1 192.168.7.13 hadoop2.local hadoop2 192.168.7.14 hadoop3.local hadoop3 The hostnames are also correct: $ for host in master hadoop1 hadoop2 hadoop3; do vagrant ssh $host --command hostname ; done master.local hadoop1.local hadoop2.local hadoop3.local and just to be sure: $ for host in master hadoop1 hadoop2 hadoop3; do vagrant ssh $host --command 'cat /etc/hostname' ; done master.local hadoop1.local hadoop2.local hadoop3.local I also attached a screenshot of the webinterface."
Hadoop,HADOOP-9914,comment_2,non_debt,-,"Sorry, I hit submit, but did not intend to. I found the issue, that /etc/hostname was not exactly right. Funny enough, HDFS always worked fine. PEBKAC. Closing the issue."
Hadoop,HADOOP-9914,description,non_debt,-,"I am running a hadoop cluster in a bunch of VMs on my local machine and I am using avahi/zeroconf to do local name resolution (this is to avoid having to fiddle with my /etc/hosts file). The resourcemanager has an overview page, with links to all the nodemanager web-interfaces. The links do not work with zeroconf, due to the fact that the links are not including the domain part. zeroconf domains look like this ""hadoop1.local"", but the web-interface uses ""hadoop1"", which will not resolve. In hadoop 1.x all web-interfaces were using FQDN, meaning using avahi/zeroconf for name resolution was no problem. The same should be possible in hadoop 2.x. I am still beginning to work with hadoop 2.x, so there might be other parts, having the same problem, but I am not yet aware of any. If I find more of these, I will update this bug."
Hadoop,HADOOP-9914,summary,non_debt,-,nodes overview should use FQDNs
Hadoop,HADOOP-9929,comment_0,non_debt,-,"I added 2.1.0-beta for affects version, since I have seen it there as well."
Hadoop,HADOOP-9929,comment_10,non_debt,-,"Andre, I tried to reproduce this on branch-2.1-beta, and was unable to do so. I also looked at the code in branch-2.1-beta, and was unable to see why this bug would exist there. So I would like to remove branch-2.1-beta from the versions fields, unless someone else can reproduce this."
Hadoop,HADOOP-9929,comment_11,non_debt,-,"Just to be clear, the bug exists in branch-2. Just not in branch-2.1-beta. Let's update the JIRA accordingly."
Hadoop,HADOOP-9929,comment_12,non_debt,-,"I also fired up a pseudodistributed 2.1 cluster and can't reproduce, so I think it's related to the Globber rewrite which is only in branch-2. Setting affects version appropriately."
Hadoop,HADOOP-9929,comment_13,non_debt,-,"Patch looks good to me, but needs to be rebased a bit since we reverted HADOOP-9877. +1 pending rebase and Jenkins."
Hadoop,HADOOP-9929,comment_14,non_debt,-,fixed in 2.3
Hadoop,HADOOP-9929,comment_1,non_debt,-,In a way the current behavior is more secure. Is it not? A person who does not have permission to cd into a directory should not be able to discover the presence or absence of a file in the directory. Am I missing something?
Hadoop,HADOOP-9929,comment_2,non_debt,-,"This is a good catch, Jason. The solution to this might be a bit tricky. If we're listing a single path (like /a/b/c), we definitely want to throw if we can't get to c. If we're listing a glob like /a/*/c, I'm not sure if we want to abort the whole glob (by throwing an exception), just because one path was not accessible to us. Perhaps we should just return the things we can get to? For what it's worth, the old behavior in branch-1 is to abort the whole glob, I believe. Another aspect is that exceptions such as StandbyException, etc. should *always* just propagate to the top level. Basically any IOException that we don't specifically catch (like permission denied, etc.) we should propagate to the top level, aborting the globStatus."
Hadoop,HADOOP-9929,comment_3,code_debt,low_quality_code,I don't believe the globbing code I cleaned up for v23+ has these issues. You want want to use it for reference.
Hadoop,HADOOP-9929,comment_4,non_debt,-,"No, we're not suggesting that the user can probe for paths. Like *nix, you should receive the permission denied exception for _any_ path under a directory you can't access. The glob rewrite makes it claim the entire path doesn't exist which it didn't do in 23 and earlier."
Hadoop,HADOOP-9929,comment_5,non_debt,-,"Here's a patch which lets all exceptions except FileNotFound propagate, effectively restoring the old behavior. This means that, as before, your glob will fail if you encounter permission issues. It's probably best to keep it this way for compatibility reasons. I also added a unit test for this."
Hadoop,HADOOP-9929,comment_6,non_debt,-,Thanks Darryn for the clarification on my last quesiton: Question: In a way the current behavior is more secure...?
Hadoop,HADOOP-9929,comment_7,non_debt,-,"Hi Dilli, Neither the current (buggy) nor the fixed behavior allows users to list directories that they shouldn't. The question is whether an exception should be thrown, or the offending paths should silently be left out of the glob. Users are allowed to know that the inaccessible directory exists, because it exists in a directory which they do have list access to. For example if you had The question is whether /* by an unprivileged user should throw an exception, or simply return ""/mundane"". The unprivileged user is allowed to know that /secret exists, since it is located in a directory which he has list permission for, e.g. the root directory."
Hadoop,HADOOP-9929,comment_8,non_debt,-,"ok, that was a bad example since it would succeed. (Wish I could edit comments!) The point is that something like /*/foo would fail since it would try to recurse into the /secret subdirectory."
Hadoop,HADOOP-9929,description,non_debt,-,"Using ""hadoop fs -ls"" to list a path where the permissions of a parent directory are insufficient ends up reporting ""no such file or directory"" on the full path rather than reporting the permission issue. For example:"
Hadoop,HADOOP-9929,summary,non_debt,-,Insufficient permissions for a path reported as file not found
Hadoop,HADOOP-9959,comment_0,non_debt,-,This patch fixes bash completion by correcting multiples wrong uses of escaping.
Hadoop,HADOOP-9959,description,non_debt,-,I get some error related to awk: warning: escape sequence... when I try to use hadoop tab completion. I will attach a patch later.
Hadoop,HADOOP-9959,summary,non_debt,-,Shell completion is broken
Hadoop,HADOOP-9974,comment_0,non_debt,-,Moved to Hadoop since it appears to be a general build issue. I can reproduce it when building trunk with '-Pdist -Dtar'. The only workaround is to use protobuf 2.4 and pass
Hadoop,HADOOP-9974,comment_1,non_debt,-,"sounds unrelated. Try increasing your heap size for maven"" {code} export -Xmx512m {code"
Hadoop,HADOOP-9974,comment_2,non_debt,-,"Hi Arpit, In my environment(OS X), I could compile HttpFs correctly with trunk. Before compiling after upgrading your protobuf, please issue mvn clean. If not, the jar binaries which is compiled with protobuf 2.4.1 and 2.5.0 mixes, and it can causes some regression."
Hadoop,HADOOP-9974,comment_3,non_debt,-,SteveL's workaround solved it for me. Tsuyoshi - 'mvn compile' would work but building a distribution with '-Pdist -Dtar' would fail consistently and only with protobuf 2.5.0. Thanks!
Hadoop,HADOOP-9974,comment_4,non_debt,-,"Resolving, please re-open if Steve's fix is insufficient. FWIW, I have not hit this in my Ubuntu dev environment."
Hadoop,HADOOP-9974,comment_5,non_debt,-,Edited a few fields to make it easier to find in case someone else hits the same issue.
Hadoop,HADOOP-9974,comment_6,non_debt,-,"Patched BUILDING.TXT in branch-trunk, 2.1 and 2.1-beta to discuss this issue and provide the example env (I dropped the -headless flag to avoid distractions, though it is useful in OS/X to stop surefire bringing up windows)"
Hadoop,HADOOP-9974,description,non_debt,-,"Recently Hadoop upgraded to use Protobuf 2.5.0. To build the trunk, I updated my installed Protobuf 2.5.0. With this upgrade, I didn't encounter the build failure due to protoc, but failed when building HDFS sub-project. Bellow is failure message. I'm using Mac OS X."
Hadoop,HADOOP-9974,summary,non_debt,-,Maven OutOfMemory exception when building with protobuf 2.5.0
Hbase,HBASE-10001,comment_0,non_debt,-,You want ? You can use prePut() hook and do a bypass from there so that even WAL write also can be avoided?
Hbase,HBASE-10001,comment_11,non_debt,-,"This is targeted to 0.94, 0.96, and 0.98, but I see only the 0.98 commit."
Hbase,HBASE-10001,comment_12,non_debt,-,"Yes, I'm going to do it for 0.94 as well (today)"
Hbase,HBASE-10001,comment_14,non_debt,-,"There is a bug linked to this: in we start with: if the preBatch hook call byPass, we then return immediately, because of this: then the finally clause is executed with walSyncSuccessful set to false, and then we try to rollback the memstore. In my load test, we're spending 15% of our time in the rollback. I can fix this in the coprocessor (by not setting bypass), but I think we should set the value of walSyncSuccessful later, just before we try to write something in the memstore: Any opinion? I can do the fix in or in the coprocessor."
Hbase,HBASE-10001,comment_15,non_debt,-,"We should fix it in HRegion, I think. Are you planning to change it into the Boolean (capital B) to have a way to indicate that we do not care, yet? Or have another flag (skippedByCoProc or something)? Or we could set walSyncSuccessful right before we return due to a coproc bypass."
Hbase,HBASE-10001,comment_16,non_debt,-,"I was thinking about something like this: What do you think? In any case, since we agree that it should be on HRegion, let me create another jira (as I need to commit the coprocessor for 0.94 here :-) )"
Hbase,HBASE-10001,comment_17,non_debt,-,+1 on that change. And +1 on a different jira :)
Hbase,HBASE-10001,comment_1,non_debt,-,"Yes :-) Great, let me update the patch."
Hbase,HBASE-10001,comment_22,non_debt,-,Released in 0.96.1. Issue closed.
Hbase,HBASE-10001,comment_23,non_debt,-,"So, was there an addendum on this Nicolas? Or was the trunk patch what went into 0.96? Thanks."
Hbase,HBASE-10001,comment_24,non_debt,-,"Yes, it was the same patch for 0.96 & trunk."
Hbase,HBASE-10001,comment_25,non_debt,-,+1
Hbase,HBASE-10001,comment_2,non_debt,-,IIRC you can also modify the put in the pre hook:
Hbase,HBASE-10001,comment_3,non_debt,-,"Actually, if I read correctly the code in HRegion, just marking the operations as success as I do in the v1 is enough:"
Hbase,HBASE-10001,comment_4,non_debt,-,Oh yes.. preBatchMutation is called before WAL write. So this is just fine.
Hbase,HBASE-10001,comment_5,non_debt,-,"Thanks for the confirmation, I'm going to update the comments & upload the v2 then."
Hbase,HBASE-10001,comment_7,non_debt,-,"I forgot the license. I can add it on commit. The test failure is unrelated. Any feedback on this? If it's ok, I would like to include it in 0.94 as well to help comparing the performances w/o being impacted by the disk i/o."
Hbase,HBASE-10001,comment_8,non_debt,-,+1 Pls add description (release notes) on how this can be used.
Hbase,HBASE-10001,comment_9,non_debt,-,"Committed, thanks for the review and the help, Anoop and Andrew."
Hbase,HBASE-10001,description,code_debt,complex_code,"We have a mockup to test only the client. If we want to include the network, without beeing limited by the i/o, we don't have much tools. This coprocessor helps to test this. I put it in the main code as to make it usable without adding a jar... I don't think it's possible avoid the WAL writes in the coprocessors. It would be great to have it to simplify the test with any kind of client (i.e. w/o changing the durability)."
Hbase,HBASE-10001,summary,non_debt,-,Add a coprocessor to help testing the performances without taking into account the i/o
Hbase,HBASE-10008,comment_3,non_debt,-,lgtm
Hbase,HBASE-10008,comment_4,non_debt,-,"Three consecutive buildbot runs without failure. I'll commit this later this afternoon unless objection. Thanks for having a look,"
Hbase,HBASE-10008,comment_8,non_debt,-,"Committed to trunk. Thanks for the review, Ted."
Hbase,HBASE-10008,comment_9,non_debt,-,This issue was closed as part of a bulk closing operation on 2015-11-20. All issues that have been resolved and where all fixVersions have been released have been closed (following discussions on the mailing list).
Hbase,HBASE-10008,description,test_debt,flaky_test,"is flakey on Jenkins, this test has failed due to timeout a couple times for me on precommit. Here's the stacktrace."
Hbase,HBASE-10008,summary,test_debt,flaky_test,is flakey on jenkins
Hbase,HBASE-10065,comment_0,non_debt,-,"Attached patch uses SHA-1 instead of CRC32. Also, I rediscovered why I didn't use AES-GCM for this previously, AEAD modes are only supported by JDK 7+."
Hbase,HBASE-10065,comment_1,non_debt,-,Patch passes local tests and
Hbase,HBASE-10065,comment_2,non_debt,-,+1
Hbase,HBASE-10065,comment_4,non_debt,-,HadoopQA is having issues.
Hbase,HBASE-10065,comment_5,non_debt,-,Committed to trunk. Thanks for the review Anoop.
Hbase,HBASE-10065,comment_8,non_debt,-,This issue was closed as part of a bulk closing operation on 2015-11-20. All issues that have been resolved and where all fixVersions have been released have been closed (following discussions on the mailing list).
Hbase,HBASE-10065,description,non_debt,-,"In we use a CRC32 to validate the successful unwrapping of a data key. I chose a CRC32 to limit overhead. There is only a 1 in 2^32 chance of a random collision, low enough to be extremely unlikely. However, I was talking with my colleague Jerry Chen today about this. A cryptographic hash would lower the probability to essentially zero and we are only wrapping data keys once per HColumnDescriptor and once per HFile, saving a few bytes here and there only really. Might as well use the SHA of the data key and in addition consider running AES in GCM mode to cover that hash as additional authenticated data."
Hbase,HBASE-10065,summary,non_debt,-,Stronger validation of key unwrapping
Hbase,HBASE-10074,comment_0,non_debt,-,Here's the patch. Please advise if you think more information could be added.
Hbase,HBASE-10074,comment_10,non_debt,-,"This is already committed to trunk, setting fix version accordingly. Consider committing to 0.98 branch also, updated affects version accordingly."
Hbase,HBASE-10074,comment_11,non_debt,-,The way I've been doing doc. is just commiting on trunk and then copying it back whenever I make a release. This works for now while the doc. is x-version. One day it won't. Then we can commit each doc change to each branch (version-specific recommendations are called out in the doc usually...)
Hbase,HBASE-10074,comment_12,non_debt,-,"Ok, sure I can do a copy of trunk docbook to a 0.98 RC."
Hbase,HBASE-10074,comment_15,non_debt,-,"96.1 RC is being cut, will you copy the book to 96? I can push changes there, I have it ready, just need to tab and hit ""enter"" :)"
Hbase,HBASE-10074,comment_16,non_debt,-,Go ahead and commit if you prefer to be sure. Hopefully I will just overwrite your change when I put up the next RC but I could forget!
Hbase,HBASE-10074,comment_17,non_debt,-,committed also to 96
Hbase,HBASE-10074,comment_20,non_debt,-,Released in 0.96.1. Issue closed.
Hbase,HBASE-10074,comment_2,documentation_debt,low_quality_documentation,"I don't read docbook, so I cannot comment about the markup. However, the content is great! Here are some nits. Mind adding some JIRA references here? ""store file index to rise rising"" ? This sentence is confusing me. How about ""Hosting only 5 regions per RS will not be enough task splits for a mapreduce job, while 1000 regions will generate far too many map tasks."" In section {{<section +1"
Hbase,HBASE-10074,comment_3,non_debt,-,"all except the last one are migrated bits... let me fix them as part of 2nd iteration. I build docbook, it seems to look reasonable wrt formatting"
Hbase,HBASE-10074,comment_4,documentation_debt,low_quality_documentation,+1 I see a few spelling issues and would maybe change some of the numbers and statements but can be done in another issue. This reorg is excellent. Thanks .
Hbase,HBASE-10074,comment_5,non_debt,-,"Actually, do you have particular JIRAs in mind?  thanks!"
Hbase,HBASE-10074,comment_6,documentation_debt,low_quality_documentation,"incorporated feedback, some spelling fixes and rephrases. I'd assume +1 stands, will commit in the afternoon"
Hbase,HBASE-10074,comment_7,non_debt,-,ok for 96?
Hbase,HBASE-10074,comment_9,non_debt,-,Looks good overall. I think we can collect a few more feedback for these recommendations. I LOVE the following quote (which is unfortunately true ATM)
Hbase,HBASE-10074,description,documentation_debt,low_quality_documentation,"Region count description is in config section; region size description is in architecture sections; both of these have a lot of good technical details, but imho we could do better in terms of admin-centric advice. Currently, there's a nearly-empty capacity section; I'd like to rewrite it to consolidate capacity sizing information, and some basic configuration pertaining to it."
Hbase,HBASE-10074,summary,documentation_debt,low_quality_documentation,consolidate and improve capacity/sizing documentation
Hbase,HBASE-10075,comment_0,non_debt,-,"Consider attaching a patch against HBase trunk, the balancer related code has changed significantly since 0.94 and we bring in new features through trunk first."
Hbase,HBASE-10075,comment_1,non_debt,-,"Can you provide clarification on and Every table's region size is configurable and block size of a column family is configurable(so each each region server will have regions of different sizes), so does the number in the above parameters represent the number of regions on server, or something else?"
Hbase,HBASE-10075,comment_2,non_debt,-,"With SLB taking into account data locality to calculate the cost and come-up with target balanced cluster, looks like the idea behind this request is taken care. no? Can this be closed?"
